syd,did,wei,symptom,diagnose
28,838,2,fainting,"wolff parkinson white syndrome:wpw, additional electrical pathway in the heart"
262,838,1,chest pain,"wolff parkinson white syndrome:wpw, additional electrical pathway in the heart"
21,867,0,dizziness,carotid artery stenosis:neck artery narrowing
28,867,0,fainting,carotid artery stenosis:neck artery narrowing
94,867,0,speech problem,carotid artery stenosis:neck artery narrowing
112,867,1,visual problems,carotid artery stenosis:neck artery narrowing
115,867,0,weakness (muscle localized),carotid artery stenosis:neck artery narrowing
21,874,1,dizziness,pseudotumor cerebri:increased pressure in the skull
22,874,2,double vision (diplopia),pseudotumor cerebri:increased pressure in the skull
41,874,1,headache,pseudotumor cerebri:increased pressure in the skull
112,874,2,visual problems,pseudotumor cerebri:increased pressure in the skull
240,874,1,memory loss,pseudotumor cerebri:increased pressure in the skull
292,874,1,confusion,pseudotumor cerebri:increased pressure in the skull
294,874,2,confusion and headache,pseudotumor cerebri:increased pressure in the skull
304,874,1,high blood pressure,pseudotumor cerebri:increased pressure in the skull
21,921,1,dizziness,atrial flutter:irregular heart rate
28,921,1,fainting,atrial flutter:irregular heart rate
73,921,2,heart pulsations and palpitations,atrial flutter:irregular heart rate
262,921,1,chest pain,atrial flutter:irregular heart rate
21,923,1,dizziness,long qt syndrome:inherited heart condition
28,923,3,fainting,long qt syndrome:inherited heart condition
73,923,3,heart pulsations and palpitations,long qt syndrome:inherited heart condition
21,1007,0,dizziness,thyroid cancer:neck gland cancer
67,1007,0,neck ache or pain,thyroid cancer:neck gland cancer
68,1007,1,neck swelling,thyroid cancer:neck gland cancer
209,1007,0,hot flashes,thyroid cancer:neck gland cancer
21,1025,0,dizziness,iron deficiency anemia:low red blood cell count
21,1301,1,dizziness,head injury in children:non-accidental traumatic head injury to child
28,1301,1,fainting,head injury in children:non-accidental traumatic head injury to child
41,1301,1,headache,head injury in children:non-accidental traumatic head injury to child
66,1301,1,nausea,head injury in children:non-accidental traumatic head injury to child
69,1301,0,numbness,head injury in children:non-accidental traumatic head injury to child
94,1301,0,speech problem,head injury in children:non-accidental traumatic head injury to child
113,1301,1,vomiting,head injury in children:non-accidental traumatic head injury to child
291,1301,0,agitated,head injury in children:non-accidental traumatic head injury to child
21,1389,0,dizziness,arnold chiari malformation
41,1389,0,headache,arnold chiari malformation
66,1389,0,nausea,arnold chiari malformation
115,1389,0,weakness (muscle localized),arnold chiari malformation
21,1399,1,dizziness,"decompression sickness:bends, caisson's disease"
41,1399,1,headache,"decompression sickness:bends, caisson's disease"
53,1399,1,joint pain,"decompression sickness:bends, caisson's disease"
69,1399,1,numbness,"decompression sickness:bends, caisson's disease"
115,1399,1,weakness (muscle localized),"decompression sickness:bends, caisson's disease"
292,1399,1,confusion,"decompression sickness:bends, caisson's disease"
21,1435,1,dizziness,traumatic brain injury
41,1435,1,headache,traumatic brain injury
66,1435,0,nausea,traumatic brain injury
113,1435,0,vomiting,traumatic brain injury
240,1435,1,memory loss,traumatic brain injury
292,1435,1,confusion,traumatic brain injury
21,1463,1,dizziness,pancytopenia
28,1463,1,fainting,pancytopenia
88,1463,1,shortness of breath,pancytopenia
116,1463,1,tired,pancytopenia
21,1467,0,dizziness,cerebellar ataxia
41,1467,0,headache,cerebellar ataxia
94,1467,0,speech problem,cerebellar ataxia
104,1467,0,unsteady gait (trouble walking),cerebellar ataxia
164,1467,0,loss of balance,cerebellar ataxia
22,756,3,double vision (diplopia),third cranial nerve disorder:disorder of eye movement
112,756,1,visual problems,third cranial nerve disorder:disorder of eye movement
22,214,2,double vision (diplopia),diabetes mellitus type 2:elevated blood sugar
49,214,0,incontinence (leaking urine),diabetes mellitus type 2:elevated blood sugar
66,214,0,nausea,diabetes mellitus type 2:elevated blood sugar
70,214,0,obesity,diabetes mellitus type 2:elevated blood sugar
306,214,1,high blood sugar,diabetes mellitus type 2:elevated blood sugar
282,214,1,excessive appetite,diabetes mellitus type 2:elevated blood sugar
277,214,0,unusual color or odor of urine,diabetes mellitus type 2:elevated blood sugar
22,454,0,double vision (diplopia),maxillary sinus carcinoma:sinus cancer
27,454,0,facial pain,maxillary sinus carcinoma:sinus cancer
64,454,0,nasal bleeding,maxillary sinus carcinoma:sinus cancer
22,508,0,double vision (diplopia),nasopharyngeal carcinoma:tumor
22,523,2,double vision (diplopia),ophthalmoplegia:eye muscle weakness
22,527,3,double vision (diplopia),orbital cellulitis:soft tissue eye infection
26,527,2,eye pain (irritation),orbital cellulitis:soft tissue eye infection
112,527,2,visual problems,orbital cellulitis:soft tissue eye infection
195,527,1,eye swelling,orbital cellulitis:soft tissue eye infection
200,527,3,blurry vision,orbital cellulitis:soft tissue eye infection
259,527,1,itchy eyes,orbital cellulitis:soft tissue eye infection
22,528,3,double vision (diplopia),orbital fracture:broken bone near the eye
41,528,1,headache,orbital fracture:broken bone near the eye
112,528,1,visual problems,orbital fracture:broken bone near the eye
255,528,1,drooping eyelid (ptosis),orbital fracture:broken bone near the eye
22,529,3,double vision (diplopia),orbital mass:growth near the eye
112,529,2,visual problems,orbital mass:growth near the eye
200,529,1,blurry vision,orbital mass:growth near the eye
255,529,1,drooping eyelid (ptosis),orbital mass:growth near the eye
22,576,0,double vision (diplopia),pituitary tumor
112,576,0,visual problems,pituitary tumor
199,576,0,amenorrhea (no menstruation),pituitary tumor
295,576,0,nipple discharge,pituitary tumor
22,748,1,double vision (diplopia),temporal arteritis:inflamed scalp artery
26,748,1,eye pain (irritation),temporal arteritis:inflamed scalp artery
27,748,2,facial pain,temporal arteritis:inflamed scalp artery
41,748,1,headache,temporal arteritis:inflamed scalp artery
112,748,1,visual problems,temporal arteritis:inflamed scalp artery
22,743,1,double vision (diplopia),syphilis:treponema pallidum
131,743,2,swollen lymph nodes (large lymph nodes),syphilis:treponema pallidum
240,743,1,memory loss,syphilis:treponema pallidum
246,743,1,dementia,syphilis:treponema pallidum
22,1134,0,double vision (diplopia),miller fisher syndrome:rare nerve disease
247,1134,0,facial droop (weakness),miller fisher syndrome:rare nerve disease
255,1134,0,drooping eyelid (ptosis),miller fisher syndrome:rare nerve disease
22,82,2,double vision (diplopia),basilar artery migraine:headache
104,82,0,unsteady gait (trouble walking),basilar artery migraine:headache
111,82,0,vertigo (room spinning),basilar artery migraine:headache
164,82,1,loss of balance,basilar artery migraine:headache
22,1136,0,double vision (diplopia),complex migraine:migraine with neurologic changes
115,1136,0,weakness (muscle localized),complex migraine:migraine with neurologic changes
304,1136,0,high blood pressure,complex migraine:migraine with neurologic changes
22,1299,0,double vision (diplopia),graves eye disease:graves ophthalmopathy
112,1299,0,visual problems,graves eye disease:graves ophthalmopathy
22,1397,1,double vision (diplopia),strabismus:crossed eyes
112,1397,1,visual problems,strabismus:crossed eyes
22,1473,0,double vision (diplopia),retinopathy
26,1473,0,eye pain (irritation),retinopathy
112,1473,0,visual problems,retinopathy
160,1473,0,eye redness,retinopathy
23,87,0,ear pressure,bell's palsy:facial muscle weakness
24,87,0,pain in the ear,bell's palsy:facial muscle weakness
27,87,0,facial pain,bell's palsy:facial muscle weakness
41,87,0,headache,bell's palsy:facial muscle weakness
172,87,1,drooling,bell's palsy:facial muscle weakness
247,87,1,facial droop (weakness),bell's palsy:facial muscle weakness
255,87,2,drooping eyelid (ptosis),bell's palsy:facial muscle weakness
23,148,2,ear pressure,cerumen impaction:ear wax buildup
24,148,2,pain in the ear,cerumen impaction:ear wax buildup
157,148,2,ringing in ears (tinnitus),cerumen impaction:ear wax buildup
23,535,2,ear pressure,"ear infection, outer:otitis externa"
24,535,2,pain in the ear,"ear infection, outer:otitis externa"
41,535,0,headache,"ear infection, outer:otitis externa"
111,535,1,vertigo (room spinning),"ear infection, outer:otitis externa"
216,535,2,ear swelling,"ear infection, outer:otitis externa"
238,535,0,skin sores,"ear infection, outer:otitis externa"
274,535,2,discharge from ear,"ear infection, outer:otitis externa"
271,535,2,pulling at ears,"ear infection, outer:otitis externa"
23,642,0,ear pressure,ramsay hunt syndrome:viral infection causing facial weakness
24,642,0,pain in the ear,ramsay hunt syndrome:viral infection causing facial weakness
247,642,2,facial droop (weakness),ramsay hunt syndrome:viral infection causing facial weakness
255,642,2,drooping eyelid (ptosis),ramsay hunt syndrome:viral infection causing facial weakness
293,642,0,headache and weakness,ramsay hunt syndrome:viral infection causing facial weakness
23,785,2,ear pressure,ear drum rupture:tympanic membrane rupture
24,785,2,pain in the ear,ear drum rupture:tympanic membrane rupture
274,785,2,discharge from ear,ear drum rupture:tympanic membrane rupture
271,785,0,pulling at ears,ear drum rupture:tympanic membrane rupture
23,1044,2,ear pressure,cauliflower ear:wrestlers ear
24,1044,2,pain in the ear,cauliflower ear:wrestlers ear
216,1044,2,ear swelling,cauliflower ear:wrestlers ear
23,188,0,ear pressure,contact dermatitis:contact skin irritation
24,188,0,pain in the ear,contact dermatitis:contact skin irritation
36,188,0,"cranky, crying, fussy, irritable child",contact dermatitis:contact skin irritation
52,188,0,skin itching,contact dermatitis:contact skin irritation
81,188,2,rash,contact dermatitis:contact skin irritation
208,188,2,foot itching,contact dermatitis:contact skin irritation
230,188,2,hand itching,contact dermatitis:contact skin irritation
231,188,2,leg itching,contact dermatitis:contact skin irritation
234,188,2,armpit pain,contact dermatitis:contact skin irritation
238,188,0,skin sores,contact dermatitis:contact skin irritation
272,188,2,skin bumps,contact dermatitis:contact skin irritation
23,232,0,ear pressure,ear laceration:cut on the ear
24,232,0,pain in the ear,ear laceration:cut on the ear
56,232,0,laceration,ear laceration:cut on the ear
23,233,0,ear pressure,ear swelling
24,233,0,pain in the ear,ear swelling
99,233,0,swelling,ear swelling
271,233,0,pulling at ears,ear swelling
23,344,1,ear pressure,hemotympanum:blood behind ear drum
24,344,1,pain in the ear,hemotympanum:blood behind ear drum
40,344,3,head injury,hemotympanum:blood behind ear drum
145,344,3,headache after trauma,hemotympanum:blood behind ear drum
23,553,,ear pressure,parotitis:salivary gland inflammation
27,553,,facial pain,parotitis:salivary gland inflammation
187,553,2,jaw pain,parotitis:salivary gland inflammation
23,1144,,ear pressure,bullous myringitis:middle ear infection
24,1144,,pain in the ear,bullous myringitis:middle ear infection
24,167,0,pain in the ear,cholesteatoma:middle ear mass
24,138,,pain in the ear,cavity:tooth caries
41,138,,headache,cavity:tooth caries
101,138,2,tooth pain,cavity:tooth caries
187,138,2,jaw pain,cavity:tooth caries
24,210,0,pain in the ear,dental eruption:appearance of new tooth
36,210,1,"cranky, crying, fussy, irritable child",dental eruption:appearance of new tooth
24,332,0,pain in the ear,hearing loss
40,332,0,head injury,hearing loss
157,332,1,ringing in ears (tinnitus),hearing loss
24,506,0,pain in the ear,nasal polyps:growths
64,506,2,nasal bleeding,nasal polyps:growths
90,506,2,sinus pain and pressure,nasal polyps:growths
162,506,1,sneezing,nasal polyps:growths
236,506,2,nasal congestion,nasal polyps:growths
257,506,1,snoring,nasal polyps:growths
24,562,0,pain in the ear,periodontitis:gum inflammation
101,562,2,tooth pain,periodontitis:gum inflammation
163,562,2,bleeding gums,periodontitis:gum inflammation
202,562,2,painful gums,periodontitis:gum inflammation
203,562,2,swollen gums,periodontitis:gum inflammation
24,750,0,pain in the ear,"temporomandibular joint syndrome:tmj, jaw joint pain"
27,750,1,facial pain,"temporomandibular joint syndrome:tmj, jaw joint pain"
41,750,0,headache,"temporomandibular joint syndrome:tmj, jaw joint pain"
187,750,2,jaw pain,"temporomandibular joint syndrome:tmj, jaw joint pain"
24,877,,pain in the ear,acne:pimples
52,877,,skin itching,acne:pimples
81,877,2,rash,acne:pimples
191,877,2,skin pain,acne:pimples
238,877,,skin sores,acne:pimples
272,877,2,skin bumps,acne:pimples
25,62,0,elbow ache or pain,aseptic joint effusion:fluid in a joint:effusion of joint
37,62,0,groin pain,aseptic joint effusion:fluid in a joint:effusion of joint
45,62,2,hip pain,aseptic joint effusion:fluid in a joint:effusion of joint
55,62,1,knee pain,aseptic joint effusion:fluid in a joint:effusion of joint
57,62,0,leg ache or pain,aseptic joint effusion:fluid in a joint:effusion of joint
25,441,0,elbow ache or pain,"lupus:systemic lupus erythematosus, sle"
52,441,0,skin itching,"lupus:systemic lupus erythematosus, sle"
53,441,0,joint pain,"lupus:systemic lupus erythematosus, sle"
57,441,0,leg ache or pain,"lupus:systemic lupus erythematosus, sle"
81,441,0,rash,"lupus:systemic lupus erythematosus, sle"
87,441,0,seizure,"lupus:systemic lupus erythematosus, sle"
116,441,0,tired,"lupus:systemic lupus erythematosus, sle"
206,441,0,darkening of the skin (hyperpigmentation),"lupus:systemic lupus erythematosus, sle"
237,441,0,joint stiffness,"lupus:systemic lupus erythematosus, sle"
238,441,0,skin sores,"lupus:systemic lupus erythematosus, sle"
293,441,0,headache and weakness,"lupus:systemic lupus erythematosus, sle"
26,14,1,eye pain (irritation),acute angle closure glaucoma:increased inner eye pressure
112,14,1,visual problems,acute angle closure glaucoma:increased inner eye pressure
200,14,3,blurry vision,acute angle closure glaucoma:increased inner eye pressure
26,98,,eye pain (irritation),blepharitis:eyelid swelling
160,98,2,eye redness,blepharitis:eyelid swelling
195,98,2,eye swelling,blepharitis:eyelid swelling
259,98,0,itchy eyes,blepharitis:eyelid swelling
26,136,1,eye pain (irritation),cavernous sinus thrombosis:head vein blood clot
